atc_name,atc_code
diphtheria toxoid,J07AF01
"haemophilus influenzae B, purified antigen conjugated",J07AG01
"haemophilus influenzae B, combinations with toxoids",J07AG51
"haemophilus influenzae B, combinations with pertussis and toxoids",J07AG52
"haemophilus influenzae B, combinations with meningococcus C, conjugated",J07AG53
"haemophilus influenza B, combinations with meningococcus C,Y, conjugated",J07AG54
"meningococcus A, purified polysaccharides antigen",J07AH01
other meningococcal monovalent purified polysaccharides antigen,J07AH02
"meningococcus A,C, bivalent purified polysaccharides antigen",J07AH03
"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",J07AH04
other meningococcal polyvalent purified polysaccharides antigen,J07AH05
"meningococcus B, outer membrane vesicle vaccine",J07AH06
"meningococcus C, purified polysaccharides antigen conjugated",J07AH07
"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",J07AH08
"meningococcus B, multicomponent vaccine",J07AH09
"meningococcus A, purified polysaccharides antigen conjugated",J07AH10
"meningococcus A,B,C,Y,W-135, pentavalent purified polysaccharides antigen conjugated and factor H binding protein",J07AH11
"pertussis, inactivated, whole cell",J07AJ01
"pertussis, purified antigen",J07AJ02
"pertussis, inactivated, whole cell, combinations with toxoids",J07AJ51
"pertussis, purified antigen, combinations with toxoids",J07AJ52
"plague, inactivated, whole cell",J07AK01
"pneumococcus, purified polysaccharides antigen",J07AL01
"pneumococcus, purified polysaccharides antigen conjugated",J07AL02
"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",J07AL52
tetanus toxoid,J07AM01
"tetanus toxoid, combinations with diphtheria toxoid",J07AM51
"tetanus toxoid, combinations with tetanus immunoglobulin",J07AM52
"tuberculosis, live attenuated",J07AN01
"typhoid, oral, live attenuated",J07AP01
"typhoid, inactivated, whole cell",J07AP02
"typhoid, purified polysaccharide antigen",J07AP03
"typhoid, combinations with paratyphi types",J07AP10
"typhus exanthematicus, inactivated, whole cell",J07AR01
leptospira vaccines,J07AX01
"encephalitis, tick borne, inactivated, whole virus",J07BA01
"encephalitis, Japanese, inactivated, whole virus",J07BA02
"encephalitis, Japanese, live attenuated",J07BA03
"influenza, inactivated, whole virus",J07BB01
"influenza, inactivated, split virus or surface antigen",J07BB02
"influenza, live attenuated",J07BB03
"influenza, virus like particles",J07BB04
"influenza, RNA-based vaccine",J07BB05
"hepatitis B, purified antigen",J07BC01
"hepatitis A, inactivated, whole virus",J07BC02
"measles, live attenuated",J07BD01
"measles, combinations with mumps, live attenuated",J07BD51
"measles, combinations with mumps and rubella, live attenuated",J07BD52
"measles, combinations with rubella, live attenuated",J07BD53
"measles, combinations with mumps, rubella and varicella, live attenuated",J07BD54
"mumps, live attenuated",J07BE01
"poliomyelitis oral, monovalent, live attenuated",J07BF01
"poliomyelitis oral, trivalent, live attenuated",J07BF02
"poliomyelitis, trivalent, inactivated, whole virus",J07BF03
"poliomyelitis oral, bivalent, live attenuated",J07BF04
"rabies, inactivated, whole virus",J07BG01
"rota virus, live attenuated",J07BH01
"rota virus, pentavalent, live, reassorted",J07BH02
"rubella, live attenuated",J07BJ01
"rubella, combinations with mumps, live attenuated",J07BJ51
"varicella, live attenuated",J07BK01
"zoster, live attenuated",J07BK02
"zoster, purified antigen",J07BK03
"yellow fever, live attenuated",J07BL01
"papillomavirus (human types 6, 11, 16, 18)",J07BM01
"papillomavirus (human types 16, 18)",J07BM02
"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",J07BM03
"covid-19, RNA-based vaccine",J07BN01
"covid-19, viral vector, non-replicating",J07BN02
"covid-19, inactivated virus",J07BN03
"covid-19, protein subunit",J07BN04
"covid-19, virus-like particles",J07BN05
smallpox and monkeypox vaccines,J07BX01
ebola vaccines,J07BX02
dengue virus vaccines,J07BX04
respiratory syncytial virus vaccines,J07BX05
enterovirus 71 vaccines,J07BX06
diphtheria-poliomyelitis-tetanus,J07CA01
diphtheria-pertussis-poliomyelitis-tetanus,J07CA02
diphtheria-rubella-tetanus,J07CA03
haemophilus influenzae B and poliomyelitis,J07CA04
diphtheria-hepatitis B-pertussis-tetanus,J07CA05
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,J07CA06
diphtheria-hepatitis B-tetanus,J07CA07
haemophilus influenzae B and hepatitis B,J07CA08
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,J07CA09
typhoid-hepatitis A,J07CA10
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,J07CA11
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,J07CA12
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,J07CA13
malaria vaccines,J07XA01
cyclophosphamide,L01AA01
chlorambucil,L01AA02
melphalan,L01AA03
chlormethine,L01AA05
ifosfamide,L01AA06
trofosfamide,L01AA07
prednimustine,L01AA08
bendamustine,L01AA09
melphalan flufenamide,L01AA10
busulfan,L01AB01
treosulfan,L01AB02
mannosulfan,L01AB03
thiotepa,L01AC01
triaziquone,L01AC02
carboquone,L01AC03
carmustine,L01AD01
lomustine,L01AD02
semustine,L01AD03
streptozocin,L01AD04
fotemustine,L01AD05
nimustine,L01AD06
ranimustine,L01AD07
uramustine,L01AD08
etoglucid,L01AG01
mitobronitol,L01AX01
pipobroman,L01AX02
temozolomide,L01AX03
dacarbazine,L01AX04
methotrexate,L01BA01
raltitrexed,L01BA03
pemetrexed,L01BA04
pralatrexate,L01BA05
mercaptopurine,L01BB02
tioguanine,L01BB03
cladribine,L01BB04
fludarabine,L01BB05
clofarabine,L01BB06
nelarabine,L01BB07
cytarabine,L01BC01
fluorouracil,L01BC02
tegafur,L01BC03
carmofur,L01BC04
gemcitabine,L01BC05
capecitabine,L01BC06
azacitidine,L01BC07
decitabine,L01BC08
floxuridine,L01BC09
"fluorouracil, combinations",L01BC52
"tegafur, combinations",L01BC53
"decitabine, combinations",L01BC58
"trifluridine, combinations",L01BC59
vinblastine,L01CA01
vincristine,L01CA02
vindesine,L01CA03
vinorelbine,L01CA04
vinflunine,L01CA05
vintafolide,L01CA06
etoposide,L01CB01
teniposide,L01CB02
demecolcine,L01CC01
paclitaxel,L01CD01
docetaxel,L01CD02
paclitaxel poliglumex,L01CD03
cabazitaxel,L01CD04
paclitaxel and encequidar,L01CD51
topotecan,L01CE01
irinotecan,L01CE02
etirinotecan pegol,L01CE03
belotecan,L01CE04
trabectedin,L01CX01
dactinomycin,L01DA01
doxorubicin,L01DB01
daunorubicin,L01DB02
epirubicin,L01DB03
aclarubicin,L01DB04
zorubicin,L01DB05
idarubicin,L01DB06
mitoxantrone,L01DB07
pirarubicin,L01DB08
valrubicin,L01DB09
amrubicin,L01DB10
pixantrone,L01DB11
bleomycin,L01DC01
plicamycin,L01DC02
mitomycin,L01DC03
ixabepilone,L01DC04
utidelone,L01DC05
imatinib,L01EA01
dasatinib,L01EA02
nilotinib,L01EA03
bosutinib,L01EA04
ponatinib,L01EA05
asciminib,L01EA06
gefitinib,L01EB01
erlotinib,L01EB02
afatinib,L01EB03
osimertinib,L01EB04
rociletinib,L01EB05
olmutinib,L01EB06
dacomitinib,L01EB07
icotinib,L01EB08
lazertinib,L01EB09
mobocertinib,L01EB10
aumolertinib,L01EB11
vemurafenib,L01EC01
dabrafenib,L01EC02
encorafenib,L01EC03
crizotinib,L01ED01
ceritinib,L01ED02
alectinib,L01ED03
brigatinib,L01ED04
lorlatinib,L01ED05
trametinib,L01EE01
cobimetinib,L01EE02
binimetinib,L01EE03
selumetinib,L01EE04
mirdametinib,L01EE05
palbociclib,L01EF01
ribociclib,L01EF02
abemaciclib,L01EF03
temsirolimus,L01EG01
everolimus,L01EG02
ridaforolimus,L01EG03
sirolimus,L01EG04
lapatinib,L01EH01
neratinib,L01EH02
tucatinib,L01EH03
ruxolitinib,L01EJ01
fedratinib,L01EJ02
pacritinib,L01EJ03
momelotinib,L01EJ04
axitinib,L01EK01
cediranib,L01EK02
tivozanib,L01EK03
fruquintinib,L01EK04
ibrutinib,L01EL01
acalabrutinib,L01EL02
zanubrutinib,L01EL03
orelabrutinib,L01EL04
pirtobrutinib,L01EL05
tirabrutinib,L01EL06
idelalisib,L01EM01
copanlisib,L01EM02
alpelisib,L01EM03
duvelisib,L01EM04
parsaclisib,L01EM05
erdafitinib,L01EN01
pemigatinib,L01EN02
infigratinib,L01EN03
futibatinib,L01EN04
sunitinib,L01EX01
sorafenib,L01EX02
pazopanib,L01EX03
vandetanib,L01EX04
regorafenib,L01EX05
masitinib,L01EX06
cabozantinib,L01EX07
lenvatinib,L01EX08
nintedanib,L01EX09
midostaurin,L01EX10
quizartinib,L01EX11
larotrectinib,L01EX12
gilteritinib,L01EX13
entrectinib,L01EX14
pexidartinib,L01EX15
capmatinib,L01EX17
avapritinib,L01EX18
ripretinib,L01EX19
tepotinib,L01EX21
selpercatinib,L01EX22
pralsetinib,L01EX23
surufatinib,L01EX24
umbralisib,L01EX25
sitravatinib,L01EX26
capivasertib,L01EX27
repotrectinib,L01EX28
rituximab,L01FA01
ofatumumab,L01FA02
obinutuzumab,L01FA03
inotuzumab ozogamicin,L01FB01
moxetumomab pasudotox,L01FB02
daratumumab,L01FC01
isatuximab,L01FC02
trastuzumab,L01FD01
pertuzumab,L01FD02
trastuzumab emtansine,L01FD03
trastuzumab deruxtecan,L01FD04
trastuzumab duocarmazine,L01FD05
margetuximab,L01FD06
zanidatamab,L01FD07
cetuximab,L01FE01
panitumumab,L01FE02
necitumumab,L01FE03
nivolumab,L01FF01
pembrolizumab,L01FF02
durvalumab,L01FF03
avelumab,L01FF04
atezolizumab,L01FF05
cemiplimab,L01FF06
dostarlimab,L01FF07
prolgolimab,L01FF08
tislelizumab,L01FF09
retifanlimab,L01FF10
sugemalimab,L01FF11
serplulimab,L01FF12
toripalimab,L01FF13
bevacizumab,L01FG01
ramucirumab,L01FG02
edrecolomab,L01FX01
gemtuzumab ozogamicin,L01FX02
catumaxomab,L01FX03
ipilimumab,L01FX04
brentuximab vedotin,L01FX05
dinutuximab beta,L01FX06
blinatumomab,L01FX07
elotuzumab,L01FX08
mogamulizumab,L01FX09
olaratumab,L01FX10
bermekimab,L01FX11
tafasitamab,L01FX12
enfortumab vedotin,L01FX13
polatuzumab vedotin,L01FX14
belantamab mafodotin,L01FX15
oportuzumab monatox,L01FX16
sacituzumab govitecan,L01FX17
amivantamab,L01FX18
sabatolimab,L01FX19
tremelimumab,L01FX20
naxitamab,L01FX21
loncastuximab tesirine,L01FX22
tisotumab vedotin,L01FX23
teclistamab,L01FX24
mosunetuzumab,L01FX25
mirvetuximab soravtansine,L01FX26
epcoritamab,L01FX27
glofitamab,L01FX28
talquetamab,L01FX29
zolbetuximab,L01FX31
elranatamab,L01FX32
tarlatamab,L01FX33
odronextamab,L01FX34
datopotamab deruxtecan,L01FX35
patritumab deruxtecan,L01FX36
pertuzumab and trastuzumab,L01FY01
nivolumab and relatlimab,L01FY02
prolgolimab and nurulimab,L01FY03
cisplatin,L01XA01
carboplatin,L01XA02
oxaliplatin,L01XA03
satraplatin,L01XA04
polyplatillen,L01XA05
procarbazine,L01XB01
porfimer sodium,L01XD01
methyl aminolevulinate,L01XD03
aminolevulinic acid,L01XD04
temoporfin,L01XD05
efaproxiral,L01XD06
padeliporfin,L01XD07
tretinoin,L01XF01
alitretinoin,L01XF02
bexarotene,L01XF03
bortezomib,L01XG01
carfilzomib,L01XG02
ixazomib,L01XG03
vorinostat,L01XH01
romidepsin,L01XH02
panobinostat,L01XH03
belinostat,L01XH04
entinostat,L01XH05
tucidinostat,L01XH06
resminostat,L01XH07
vismodegib,L01XJ01
sonidegib,L01XJ02
glasdegib,L01XJ03
olaparib,L01XK01
niraparib,L01XK02
rucaparib,L01XK03
talazoparib,L01XK04
veliparib,L01XK05
pamiparib,L01XK06
niraparib and abiraterone,L01XK52
sitimagene ceradenovec,L01XL01
talimogene laherparepvec,L01XL02
axicabtagene ciloleucel,L01XL03
tisagenlecleucel,L01XL04
ciltacabtagene autoleucel,L01XL05
brexucabtagene autoleucel,L01XL06
idecabtagene vicleucel,L01XL07
lisocabtagene maraleucel,L01XL08
tabelecleucel,L01XL09
nadofaragene firadenovec,L01XL10
lifileucel,L01XL11
obecabtagene autoleucel,L01XL12
enasidenib,L01XM01
ivosidenib,L01XM02
olutasidenib,L01XM03
vorasidenib,L01XM04
amsacrine,L01XX01
asparaginase,L01XX02
altretamine,L01XX03
hydroxycarbamide,L01XX05
lonidamine,L01XX07
pentostatin,L01XX08
masoprocol,L01XX10
estramustine,L01XX11
mitoguazone,L01XX16
tiazofurine,L01XX18
mitotane,L01XX23
pegaspargase,L01XX24
arsenic trioxide,L01XX27
denileukin diftitox,L01XX29
celecoxib,L01XX33
anagrelide,L01XX35
oblimersen,L01XX36
omacetaxine mepesuccinate,L01XX40
eribulin,L01XX41
aflibercept,L01XX44
venetoclax,L01XX52
vosaroxin,L01XX53
plitidepsin,L01XX57
epacadostat,L01XX58
selinexor,L01XX66
tagraxofusp,L01XX67
lurbinectedin,L01XX69
tazemetostat,L01XX72
sotorasib,L01XX73
belzutifan,L01XX74
tebentafusp,L01XX75
adagrasib,L01XX77
navitoclax,L01XX78
eflornithine,L01XX79
imetelstat,L01XX80
nirogacestat,L01XX81
darinaparsin,L01XX82
para-toluenesulfonamide,L01XX83
pelabresib,L01XX84
idroxioleic acid,L01XX85
calaspargase pegol,L01XX86
cytarabine and daunorubicin,L01XY01
bifikafusp alfa and onfekafusp alfa,L01XY04
diethylstilbestrol,L02AA01
polyestradiol phosphate,L02AA02
ethinylestradiol,L02AA03
fosfestrol,L02AA04
megestrol,L02AB01
medroxyprogesterone,L02AB02
gestonorone,L02AB03
buserelin,L02AE01
leuprorelin,L02AE02
goserelin,L02AE03
triptorelin,L02AE04
histrelin,L02AE05
leuprorelin and bicalutamide,L02AE51
tamoxifen,L02BA01
toremifene,L02BA02
fulvestrant,L02BA03
elacestrant,L02BA04
flutamide,L02BB01
nilutamide,L02BB02
bicalutamide,L02BB03
enzalutamide,L02BB04
apalutamide,L02BB05
darolutamide,L02BB06
aminoglutethimide,L02BG01
formestane,L02BG02
anastrozole,L02BG03
letrozole,L02BG04
vorozole,L02BG05
exemestane,L02BG06
abarelix,L02BX01
degarelix,L02BX02
abiraterone,L02BX03
relugolix,L02BX04
abiraterone and corticosteroids,L02BX53
filgrastim,L03AA02
molgramostim,L03AA03
sargramostim,L03AA09
lenograstim,L03AA10
ancestim,L03AA12
pegfilgrastim,L03AA13
lipegfilgrastim,L03AA14
balugrastim,L03AA15
empegfilgrastim,L03AA16
pegteograstim,L03AA17
efbemalenograstim alfa,L03AA18
eflapegrastim,L03AA19
interferon alfa natural,L03AB01
interferon beta natural,L03AB02
interferon gamma,L03AB03
interferon alfa-2a,L03AB04
interferon alfa-2b,L03AB05
interferon alfa-n1,L03AB06
interferon beta-1a,L03AB07
interferon beta-1b,L03AB08
interferon alfacon-1,L03AB09
peginterferon alfa-2b,L03AB10
peginterferon alfa-2a,L03AB11
albinterferon alfa-2b,L03AB12
peginterferon beta-1a,L03AB13
cepeginterferon alfa-2b,L03AB14
ropeginterferon alfa-2b,L03AB15
peginterferon alfacon-2,L03AB16
sampeginterferon beta-1a,L03AB17
"peginterferon alfa-2b, combinations",L03AB60
"peginterferon alfa-2a, combinations",L03AB61
aldesleukin,L03AC01
oprelvekin,L03AC02
lentinan,L03AX01
roquinimex,L03AX02
BCG vaccine,L03AX03
pegademase,L03AX04
pidotimod,L03AX05
poly I:C,L03AX07
poly ICLC,L03AX08
thymopentin,L03AX09
immunocyanin,L03AX10
tasonermin,L03AX11
melanoma vaccine,L03AX12
glatiramer acetate,L03AX13
histamine dihydrochloride,L03AX14
mifamurtide,L03AX15
plerixafor,L03AX16
sipuleucel-T,L03AX17
cridanimod,L03AX18
dasiprotimut-T,L03AX19
elapegademase,L03AX21
leniolisib,L03AX22
motixafortide,L03AX23
mavorixafor,L03AX24
antilymphocyte immunoglobulin (horse),L04AA03
antithymocyte immunoglobulin (rabbit),L04AA04
mycophenolic acid,L04AA06
alefacept,L04AA15
gusperimus,L04AA19
abetimus,L04AA22
abatacept,L04AA24
belatacept,L04AA28
apremilast,L04AA32
cladribine,L04AA40
imlifidase,L04AA41
belumosudil,L04AA48
efgartigimod alfa,L04AA58
remibrutinib,L04AA60
etanercept,L04AB01
infliximab,L04AB02
afelimomab,L04AB03
adalimumab,L04AB04
certolizumab pegol,L04AB05
golimumab,L04AB06
opinercept,L04AB07
daclizumab,L04AC01
basiliximab,L04AC02
anakinra,L04AC03
rilonacept,L04AC04
ustekinumab,L04AC05
tocilizumab,L04AC07
canakinumab,L04AC08
briakinumab,L04AC09
secukinumab,L04AC10
siltuximab,L04AC11
brodalumab,L04AC12
ixekizumab,L04AC13
sarilumab,L04AC14
sirukumab,L04AC15
guselkumab,L04AC16
tildrakizumab,L04AC17
risankizumab,L04AC18
satralizumab,L04AC19
netakimab,L04AC20
bimekizumab,L04AC21
spesolimab,L04AC22
olokizumab,L04AC23
mirikizumab,L04AC24
levilimab,L04AC25
goflikicept,L04AC26
ciclosporin,L04AD01
tacrolimus,L04AD02
voclosporin,L04AD03
fingolimod,L04AE01
ozanimod,L04AE02
siponimod,L04AE03
ponesimod,L04AE04
etrasimod,L04AE05
tofacitinib,L04AF01
baricitinib,L04AF02
upadacitinib,L04AF03
filgotinib,L04AF04
itacitinib,L04AF05
peficitinib,L04AF06
deucravacitinib,L04AF07
ritlecitinib,L04AF08
muromonab-CD3,L04AG01
efalizumab,L04AG02
natalizumab,L04AG03
belimumab,L04AG04
vedolizumab,L04AG05
alemtuzumab,L04AG06
begelomab,L04AG07
ocrelizumab,L04AG08
emapalumab,L04AG09
inebilizumab,L04AG10
anifrolumab,L04AG11
ofatumumab,L04AG12
teprotumumab,L04AG13
ublituximab,L04AG14
divozilimab,L04AG15
rozanolixizumab,L04AG16
seniprutug,L04AG17
sirolimus,L04AH01
everolimus,L04AH02
eculizumab,L04AJ01
ravulizumab,L04AJ02
pegcetacoplan,L04AJ03
sutimlimab,L04AJ04
avacopan,L04AJ05
zilucoplan,L04AJ06
crovalimab,L04AJ07
iptacopan,L04AJ08
danicopan,L04AJ09
vilobelimab,L04AJ10
pozelimab,L04AJ11
leflunomide,L04AK01
teriflunomide,L04AK02
azathioprine,L04AX01
thalidomide,L04AX02
methotrexate,L04AX03
lenalidomide,L04AX04
pirfenidone,L04AX05
pomalidomide,L04AX06
dimethyl fumarate,L04AX07
darvadstrocel,L04AX08
diroximel fumarate,L04AX09
tegomil fumarate,L04AX10
phenylbutazone,M01AA01
mofebutazone,M01AA02
oxyphenbutazone,M01AA03
clofezone,M01AA05
kebuzone,M01AA06
indometacin,M01AB01
sulindac,M01AB02
tolmetin,M01AB03
zomepirac,M01AB04
diclofenac,M01AB05
alclofenac,M01AB06
bumadizone,M01AB07
etodolac,M01AB08
lonazolac,M01AB09
fentiazac,M01AB10
acemetacin,M01AB11
difenpiramide,M01AB12
oxametacin,M01AB13
proglumetacin,M01AB14
ketorolac,M01AB15
aceclofenac,M01AB16
bufexamac,M01AB17
"indometacin, combinations",M01AB51
"diclofenac, combinations",M01AB55
piroxicam,M01AC01
tenoxicam,M01AC02
droxicam,M01AC04
lornoxicam,M01AC05
meloxicam,M01AC06
"meloxicam, combinations",M01AC56
ibuprofen,M01AE01
naproxen,M01AE02
ketoprofen,M01AE03
fenoprofen,M01AE04
fenbufen,M01AE05
benoxaprofen,M01AE06
suprofen,M01AE07
pirprofen,M01AE08
flurbiprofen,M01AE09
indoprofen,M01AE10
tiaprofenic acid,M01AE11
oxaprozin,M01AE12
ibuproxam,M01AE13
dexibuprofen,M01AE14
flunoxaprofen,M01AE15
alminoprofen,M01AE16
dexketoprofen,M01AE17
naproxcinod,M01AE18
loxoprofen,M01AE19
pelubiprofen,M01AE20
"ibuprofen, combinations",M01AE51
naproxen and esomeprazole,M01AE52
"ketoprofen, combinations",M01AE53
naproxen and misoprostol,M01AE56
naproxen and diphenhydramine,M01AE57
mefenamic acid,M01AG01
tolfenamic acid,M01AG02
flufenamic acid,M01AG03
meclofenamic acid,M01AG04
celecoxib,M01AH01
rofecoxib,M01AH02
valdecoxib,M01AH03
parecoxib,M01AH04
etoricoxib,M01AH05
lumiracoxib,M01AH06
polmacoxib,M01AH07
nabumetone,M01AX01
niflumic acid,M01AX02
azapropazone,M01AX04
glucosamine,M01AX05
benzydamine,M01AX07
glucosaminoglycan polysulfate,M01AX12
proquazone,M01AX13
orgotein,M01AX14
nimesulide,M01AX17
feprazone,M01AX18
diacerein,M01AX21
morniflumate,M01AX22
tenidap,M01AX23
oxaceprol,M01AX24
chondroitin sulfate,M01AX25
"avocado and soyabean oil, unsaponifiables",M01AX26
"feprazone, combinations",M01AX68
phenylbutazone and corticosteroids,M01BA01
dipyrocetyl and corticosteroids,M01BA02
acetylsalicylic acid and corticosteroids,M01BA03
oxycinchophen,M01CA03
sodium aurothiomalate,M01CB01
sodium aurotiosulfate,M01CB02
auranofin,M01CB03
aurothioglucose,M01CB04
aurotioprol,M01CB05
penicillamine,M01CC01
bucillamine,M01CC02
phenylbutazone,M02AA01
mofebutazone,M02AA02
clofezone,M02AA03
oxyphenbutazone,M02AA04
benzydamine,M02AA05
etofenamate,M02AA06
piroxicam,M02AA07
felbinac,M02AA08
bufexamac,M02AA09
ketoprofen,M02AA10
bendazac,M02AA11
naproxen,M02AA12
ibuprofen,M02AA13
fentiazac,M02AA14
diclofenac,M02AA15
feprazone,M02AA16
niflumic acid,M02AA17
meclofenamic acid,M02AA18
flurbiprofen,M02AA19
tolmetin,M02AA21
suxibuzone,M02AA22
indometacin,M02AA23
nifenazone,M02AA24
aceclofenac,M02AA25
nimesulide,M02AA26
dexketoprofen,M02AA27
piketoprofen,M02AA28
esflurbiprofen,M02AA29
loxoprofen,M02AA31
capsaicin,M02AB01
zucapsaicin,M02AB02
tolazoline,M02AX02
dimethyl sulfoxide,M02AX03
idrocilamide,M02AX05
tolperisone,M02AX06
alcuronium,M03AA01
tubocurarine,M03AA02
dimethyltubocurarine,M03AA04
suxamethonium,M03AB01
pancuronium,M03AC01
gallamine,M03AC02
vecuronium,M03AC03
atracurium,M03AC04
hexafluronium,M03AC05
pipecuronium bromide,M03AC06
doxacurium chloride,M03AC07
fazadinium bromide,M03AC08
rocuronium bromide,M03AC09
mivacurium chloride,M03AC10
cisatracurium,M03AC11
botulinum toxin,M03AX01
phenprobamate,M03BA01
carisoprodol,M03BA02
methocarbamol,M03BA03
styramate,M03BA04
febarbamate,M03BA05
"phenprobamate, combinations excl. psycholeptics",M03BA51
"carisoprodol, combinations excl. psycholeptics",M03BA52
"methocarbamol, combinations excl. psycholeptics",M03BA53
"phenprobamate, combinations with psycholeptics",M03BA71
"carisoprodol, combinations with psycholeptics",M03BA72
"methocarbamol, combinations with psycholeptics",M03BA73
chlormezanone,M03BB02
chlorzoxazone,M03BB03
"chlormezanone, combinations excl. psycholeptics",M03BB52
"chlorzoxazone, combinations excl. psycholeptics",M03BB53
"chlormezanone, combinations with psycholeptics",M03BB72
"chlorzoxazone, combinations with psycholeptics",M03BB73
orphenadrine (citrate),M03BC01
"orphenadrine, combinations",M03BC51
baclofen,M03BX01
tizanidine,M03BX02
pridinol,M03BX03
tolperisone,M03BX04
thiocolchicoside,M03BX05
mephenesin,M03BX06
tetrazepam,M03BX07
cyclobenzaprine,M03BX08
eperisone,M03BX09
fenyramidol,M03BX30
"pridinol, combinations",M03BX53
"thiocolchicoside, combinations",M03BX55
dantrolene,M03CA01
allopurinol,M04AA01
tisopurine,M04AA02
febuxostat,M04AA03
"allopurinol, combinations",M04AA51
probenecid,M04AB01
sulfinpyrazone,M04AB02
benzbromarone,M04AB03
isobromindione,M04AB04
lesinurad,M04AB05
colchicine,M04AC01
cinchophen,M04AC02
colchicine and probenecid,M04AC51
urate oxidase,M04AX01
pegloticase,M04AX02
etidronic acid,M05BA01
clodronic acid,M05BA02
pamidronic acid,M05BA03
alendronic acid,M05BA04
tiludronic acid,M05BA05
ibandronic acid,M05BA06
risedronic acid,M05BA07
zoledronic acid,M05BA08
"etidronic acid and calcium, sequential",M05BB01
"risedronic acid and calcium, sequential",M05BB02
alendronic acid and colecalciferol,M05BB03
"risedronic acid, calcium and colecalciferol, sequential",M05BB04
"alendronic acid, calcium and colecalciferol, sequential",M05BB05
"alendronic acid and alfacalcidol, sequential",M05BB06
risedronic acid and colecalciferol,M05BB07
"zoledronic acid, calcium and colecalciferol, sequential",M05BB08
ibandronic acid and colecalciferol,M05BB09
dibotermin alfa,M05BC01
eptotermin alfa,M05BC02
ipriflavone,M05BX01
aluminium chlorohydrate,M05BX02
strontium ranelate,M05BX03
denosumab,M05BX04
burosumab,M05BX05
romosozumab,M05BX06
vosoritide,M05BX07
menatetrenone,M05BX08
strontium ranelate and colecalciferol,M05BX53
hydroquinine,M09AA01
"quinine, combinations with psycholeptics",M09AA72
chymopapain,M09AB01
collagenase clostridium histolyticum,M09AB02
bromelains,M09AB03
"trypsin, combinations",M09AB52
hyaluronic acid,M09AX01
"chondrocytes, autologous",M09AX02
ataluren,M09AX03
drisapersen,M09AX04
aceneuramic acid,M09AX05
eteplirsen,M09AX06
nusinersen,M09AX07
golodirsen,M09AX08
onasemnogene abeparvovec,M09AX09
risdiplam,M09AX10
palovarotene,M09AX11
viltolarsen,M09AX12
casimersen,M09AX13
givinostat,M09AX14
delandistrogene moxeparvovec,M09AX15
diethyl ether,N01AA01
vinyl ether,N01AA02
halothane,N01AB01
chloroform,N01AB02
enflurane,N01AB04
trichloroethylene,N01AB05
isoflurane,N01AB06
desflurane,N01AB07
sevoflurane,N01AB08
methohexital,N01AF01
hexobarbital,N01AF02
thiopental,N01AF03
narcobarbital,N01AG01
fentanyl,N01AH01
alfentanil,N01AH02
sufentanil,N01AH03
phenoperidine,N01AH04
anileridine,N01AH05
remifentanil,N01AH06
"fentanyl, combinations",N01AH51
ketamine,N01AX03
propanidid,N01AX04
alfaxalone,N01AX05
etomidate,N01AX07
propofol,N01AX10
sodium oxybate,N01AX11
nitrous oxide,N01AX13
esketamine,N01AX14
xenon,N01AX15
"nitrous oxide, combinations",N01AX63
metabutethamine,N01BA01
procaine,N01BA02
tetracaine,N01BA03
chloroprocaine,N01BA04
benzocaine,N01BA05
"procaine, combinations",N01BA52
"tetracaine, combinations",N01BA53
bupivacaine,N01BB01
lidocaine,N01BB02
mepivacaine,N01BB03
prilocaine,N01BB04
butanilicaine,N01BB05
cinchocaine,N01BB06
etidocaine,N01BB07
articaine,N01BB08
ropivacaine,N01BB09
levobupivacaine,N01BB10
"bupivacaine, combinations",N01BB51
"lidocaine, combinations",N01BB52
"mepivacaine, combinations",N01BB53
"prilocaine, combinations",N01BB54
"etidocaine, combinations",N01BB57
"articaine, combinations",N01BB58
bupivacaine and meloxicam,N01BB59
cocaine,N01BC01
ethyl chloride,N01BX01
dyclonine,N01BX02
phenol,N01BX03
capsaicin,N01BX04
morphine,N02AA01
opium,N02AA02
hydromorphone,N02AA03
nicomorphine,N02AA04
oxycodone,N02AA05
dihydrocodeine,N02AA08
papaveretum,N02AA10
oxymorphone,N02AA11
"morphine, combinations",N02AA51
hydromorphone and naloxone,N02AA53
oxycodone and naloxone,N02AA55
oxycodone and naltrexone,N02AA56
"dihydrocodeine, combinations",N02AA58
"codeine, combinations excl. psycholeptics",N02AA59
"codeine, combinations with psycholeptics",N02AA79
ketobemidone,N02AB01
pethidine,N02AB02
fentanyl,N02AB03
"pethidine, combinations excl. psycholeptics",N02AB52
"pethidine, combinations with psycholeptics",N02AB72
dextromoramide,N02AC01
piritramide,N02AC03
dextropropoxyphene,N02AC04
